Course Title,Similar Course,Similarity Score
MUSC 170,MUSC 156,1.00
MUSC 170,MUSC 156J,1.00
MUSC 170J,MUSC 155J,1.00
MUSC 170J,MUSC 156,1.00
MUSC 170J,MUSC 156J,1.00
MUSC 171,MUSC 171J,1.00
MUSC 171,MUSC 271,0.90
MUSC 171,MUSC 271J,0.90
MUSC 171J,MUSC 171J,1.00
MUSC 171J,MUSC 271,0.90
MUSC 171J,MUSC 271J,0.90
MUSC 172,MUSC 172J,1.00
MUSC 172,MUSC 272,0.78
MUSC 172,MUSC 272J,0.78
MUSC 172J,MUSC 172J,1.00
MUSC 172J,MUSC 272,0.78
MUSC 172J,MUSC 272J,0.78
MUSC 174,MUSC 174J,1.00
MUSC 174,MUSC 274,1.00
MUSC 174,MUSC 160.01,0.58
MUSC 174J,MUSC 174J,1.00
MUSC 174J,MUSC 274,1.00
MUSC 174J,MUSC 160.01,0.58
MUSC 175,MUSC 175J,1.00
MUSC 175,MUSC 275,0.96
MUSC 175,MUSC 275J,0.96
MUSC 175J,MUSC 175J,1.00
MUSC 175J,MUSC 275,0.96
MUSC 175J,MUSC 275J,0.96
MUSC 176,MUSC 176J,1.00
MUSC 176,MUSC 276,1.00
MUSC 176,MUSC 276J,1.00
MUSC 176J,MUSC 176J,1.00
MUSC 176J,MUSC 276,1.00
MUSC 176J,MUSC 276J,1.00
MUSC 177,MUSC 277J,1.00
MUSC 177,MUSC 177,1.00
MUSC 177,MUSC 177J,1.00
MUSC 177J,MUSC 277J,1.00
MUSC 177J,MUSC 177,1.00
MUSC 177J,MUSC 177J,1.00
MUSC 178,MUSC 278J,1.00
MUSC 178,MUSC 178,1.00
MUSC 178,MUSC 178J,1.00
MUSC 178J,MUSC 278J,1.00
MUSC 178J,MUSC 178,1.00
MUSC 178J,MUSC 178J,1.00
MUSC 179,MUSC 179J,1.00
MUSC 179,MUSC 279,0.98
MUSC 179,MUSC 279J,0.98
MUSC 179J,MUSC 179J,1.00
MUSC 179J,MUSC 279,0.98
MUSC 179J,MUSC 279J,0.98
MUSC 180,MUSC 180J,1.00
MUSC 180,MUSC 280,1.00
MUSC 180,MUSC 280J,1.00
MUSC 180J,MUSC 180J,1.00
MUSC 180J,MUSC 280,1.00
MUSC 180J,MUSC 280J,1.00
MUSC 181,MUSC 181J,1.00
MUSC 181,MUSC 281,1.00
MUSC 181,MUSC 281J,1.00
MUSC 181J,MUSC 181J,1.00
MUSC 181J,MUSC 281,1.00
MUSC 181J,MUSC 281J,1.00
MUSC 182,MUSC 182J,1.00
MUSC 182,MUSC 282,1.00
MUSC 182,MUSC 282J,1.00
MUSC 182J,MUSC 182J,1.00
MUSC 182J,MUSC 282,1.00
MUSC 182J,MUSC 282J,1.00
MUSC 184,MUSC 284J,1.00
MUSC 184,MUSC 184,1.00
MUSC 184,MUSC 184J,0.99
MUSC 184J,MUSC 184,0.99
MUSC 184J,MUSC 284,0.99
MUSC 184J,MUSC 284J,0.99
MUSC 185,MUSC 186,0.39
MUSC 185,MUSC 189,0.21
MUSC 185,MUSC 299,0.17
MUSC 186,MUSC 185,0.39
MUSC 186,MUSC 188,0.25
MUSC 186,MUSC 152,0.24
MUSC 187,MUSC 189,0.23
MUSC 187,PHIL 202,0.18
MUSC 187,THEA 190,0.16
MUSC 188,MUSC 192,0.48
MUSC 188,MUSC 182,0.30
MUSC 188,MUSC 182J,0.30
MUSC 189,MUSC 187,0.23
MUSC 189,MUSC 185,0.21
MUSC 189,MUSC 186,0.18
MUSC 190,MUSC 186,0.21
MUSC 190,MUSC 188,0.16
MUSC 190,MUSC 187,0.15
MUSC 192,MUSC 188,0.48
MUSC 192,MUSC 186,0.15
MUSC 192,MUSC 204,0.14
MUSC 194,MUSC 195,0.76
MUSC 194,MUSC 152,0.31
MUSC 194,MUSC 152J,0.31
MUSC 195,MUSC 194,0.76
MUSC 195,THEA 190,0.34
MUSC 195,ARBC 223,0.28
MUSC 196,MUSC 175,0.22
MUSC 196,MUSC 175J,0.22
MUSC 196,MUSC 275,0.21
MUSC 197,MUSC 160.01,0.59
MUSC 197,MUSC 160.02,0.59
MUSC 197,MUSC 152,0.59
MUSC 204,MUSC 188,0.30
MUSC 204,MUSC 250,0.24
MUSC 204,ARBC 222,0.24
MUSC 217,MUSC 313,0.22
MUSC 217,MUSC 194,0.19
MUSC 217,MUSC 197,0.18
MUSC 221,ARTS 139,0.23
MUSC 221,MUSC 153J,0.21
MUSC 221,CAMS 111,0.21
MUSC 227,PSYC 216,0.24
MUSC 227,PSYC 256,0.21
MUSC 227,PSYC 220,0.21
MUSC 250,MUSC 250J,0.86
MUSC 250,MUSC 150,0.83
MUSC 250,MUSC 150J,0.71
MUSC 250J,MUSC 150J,0.87
MUSC 250J,MUSC 250,0.86
MUSC 250J,MUSC 150,0.75
MUSC 251,MUSC 251,1.00
MUSC 251,MUSC 151,0.96
MUSC 251,MUSC 151J,0.96
MUSC 251J,MUSC 251J,1.00
MUSC 251J,MUSC 151,0.96
MUSC 251J,MUSC 151J,0.96
MUSC 252,MUSC 252J,1.00
MUSC 252,MUSC 152,0.98
MUSC 252,MUSC 152J,0.98
MUSC 252J,MUSC 252J,1.00
MUSC 252J,MUSC 152,0.98
MUSC 252J,MUSC 152J,0.98
MUSC 253J,MUSC 153J,0.98
MUSC 253J,MUSC 272,0.46
MUSC 253J,MUSC 272J,0.46
MUSC 255,MUSC 155J,1.00
MUSC 255,MUSC 156,1.00
MUSC 255,MUSC 156J,1.00
MUSC 255J,MUSC 155J,1.00
MUSC 255J,MUSC 156,1.00
MUSC 255J,MUSC 156J,1.00
MUSC 256,MUSC 155J,1.00
MUSC 256,MUSC 156,1.00
MUSC 256,MUSC 156J,1.00
MUSC 256J,MUSC 155J,1.00
MUSC 256J,MUSC 156,1.00
MUSC 256J,MUSC 156J,1.00
MUSC 257,MUSC 155J,1.00
MUSC 257,MUSC 156,1.00
MUSC 257,MUSC 156J,1.00
MUSC 257J,MUSC 155J,1.00
MUSC 257J,MUSC 156,1.00
MUSC 257J,MUSC 156J,1.00
MUSC 258,MUSC 258J,1.00
MUSC 258,MUSC 158,1.00
MUSC 258,MUSC 158J,1.00
MUSC 258J,MUSC 258J,1.00
MUSC 258J,MUSC 158,1.00
MUSC 258J,MUSC 158J,1.00
MUSC 259,MUSC 155J,1.00
MUSC 259,MUSC 156,1.00
MUSC 259,MUSC 156J,1.00
MUSC 259J,MUSC 155J,1.00
MUSC 259J,MUSC 156,1.00
MUSC 259J,MUSC 156J,1.00
MUSC 260.01,MUSC 155J,1.00
MUSC 260.01,MUSC 156,1.00
MUSC 260.01,MUSC 156J,1.00
MUSC 260.02,MUSC 155J,1.00
MUSC 260.02,MUSC 156,1.00
MUSC 260.02,MUSC 156J,1.00
MUSC 260J.01,MUSC 155J,1.00
MUSC 260J.01,MUSC 156,1.00
MUSC 260J.01,MUSC 156J,1.00
MUSC 260J.02,MUSC 155J,1.00
MUSC 260J.02,MUSC 156,1.00
MUSC 260J.02,MUSC 156J,1.00
MUSC 261,MUSC 155J,1.00
MUSC 261,MUSC 156,1.00
MUSC 261,MUSC 156J,1.00
MUSC 261J,MUSC 155J,1.00
MUSC 261J,MUSC 156,1.00
MUSC 261J,MUSC 156J,1.00
MUSC 262,MUSC 155J,1.00
MUSC 262,MUSC 156,1.00
MUSC 262,MUSC 156J,1.00
MUSC 262J,MUSC 155J,1.00
MUSC 262J,MUSC 156,1.00
MUSC 262J,MUSC 156J,1.00
MUSC 263,MUSC 155J,1.00
MUSC 263,MUSC 156,1.00
MUSC 263,MUSC 156J,1.00
MUSC 263J,MUSC 155J,1.00
MUSC 263J,MUSC 156,1.00
MUSC 263J,MUSC 156J,1.00
MUSC 264,MUSC 155J,1.00
MUSC 264,MUSC 156,1.00
MUSC 264,MUSC 156J,1.00
MUSC 264J,MUSC 155J,1.00
MUSC 264J,MUSC 156,1.00
MUSC 264J,MUSC 156J,1.00
MUSC 266.01,MUSC 155J,1.00
MUSC 266.01,MUSC 156,1.00
MUSC 266.01,MUSC 156J,1.00
MUSC 266.02,MUSC 155J,1.00
MUSC 266.02,MUSC 156,1.00
MUSC 266.02,MUSC 156J,1.00
MUSC 266J.01,MUSC 155J,1.00
MUSC 266J.01,MUSC 156,1.00
MUSC 266J.01,MUSC 156J,1.00
MUSC 266J.02,MUSC 155J,1.00
MUSC 266J.02,MUSC 156,1.00
MUSC 266J.02,MUSC 156J,1.00
MUSC 267,MUSC 155J,1.00
MUSC 267,MUSC 156,1.00
MUSC 267,MUSC 156J,1.00
MUSC 267J,MUSC 155J,1.00
MUSC 267J,MUSC 156,1.00
MUSC 267J,MUSC 156J,1.00
MUSC 269,MUSC 155J,1.00
MUSC 269,MUSC 156,1.00
MUSC 269,MUSC 156J,1.00
MUSC 269J,MUSC 155J,1.00
MUSC 269J,MUSC 156,1.00
MUSC 269J,MUSC 156J,1.00
MUSC 270,MUSC 155J,1.00
MUSC 270,MUSC 156,1.00
MUSC 270,MUSC 156J,1.00
MUSC 270J,MUSC 155J,1.00
MUSC 270J,MUSC 156,1.00
MUSC 270J,MUSC 156J,1.00
MUSC 271,MUSC 271J,1.00
MUSC 271,MUSC 171,0.90
MUSC 271,MUSC 171J,0.90
MUSC 271J,MUSC 271J,1.00
MUSC 271J,MUSC 171,0.90
MUSC 271J,MUSC 171J,0.90
MUSC 272,MUSC 272J,1.00
MUSC 272,MUSC 172,0.78
MUSC 272,MUSC 172J,0.78
MUSC 272J,MUSC 272J,1.00
MUSC 272J,MUSC 172,0.78
MUSC 272J,MUSC 172J,0.78
MUSC 274,MUSC 174J,1.00
MUSC 274,MUSC 274,1.00
MUSC 274,MUSC 160.01,0.58
MUSC 275,MUSC 275J,1.00
MUSC 275,MUSC 175,0.96
MUSC 275,MUSC 175J,0.96
MUSC 275J,MUSC 275J,1.00
MUSC 275J,MUSC 175,0.96
MUSC 275J,MUSC 175J,0.96
MUSC 276,MUSC 276J,1.00
MUSC 276,MUSC 176,1.00
MUSC 276,MUSC 176J,1.00
MUSC 276J,MUSC 276J,1.00
MUSC 276J,MUSC 176,1.00
MUSC 276J,MUSC 176J,1.00
MUSC 277,MUSC 177J,1.00
MUSC 277,MUSC 277,1.00
MUSC 277,MUSC 277J,1.00
MUSC 277J,MUSC 177J,1.00
MUSC 277J,MUSC 277,1.00
MUSC 277J,MUSC 277J,1.00
MUSC 278,MUSC 178J,1.00
MUSC 278,MUSC 278J,1.00
MUSC 278,MUSC 278,1.00
MUSC 278J,MUSC 178J,1.00
MUSC 278J,MUSC 278,1.00
MUSC 278J,MUSC 278J,1.00
MUSC 279,MUSC 279J,1.00
MUSC 279,MUSC 179,0.98
MUSC 279,MUSC 179J,0.98
MUSC 279J,MUSC 279J,1.00
MUSC 279J,MUSC 179,0.98
MUSC 279J,MUSC 179J,0.98
MUSC 280,MUSC 180J,1.00
MUSC 280,MUSC 280,1.00
MUSC 280,MUSC 280J,1.00
MUSC 280J,MUSC 180J,1.00
MUSC 280J,MUSC 280,1.00
MUSC 280J,MUSC 280J,1.00
MUSC 281,MUSC 281J,1.00
MUSC 281,MUSC 181,1.00
MUSC 281,MUSC 181J,1.00
MUSC 281J,MUSC 281J,1.00
MUSC 281J,MUSC 181,1.00
MUSC 281J,MUSC 181J,1.00
MUSC 282,MUSC 182J,1.00
MUSC 282,MUSC 282,1.00
MUSC 282,MUSC 282J,1.00
MUSC 282J,MUSC 182J,1.00
MUSC 282J,MUSC 282,1.00
MUSC 282J,MUSC 282J,1.00
MUSC 284,MUSC 284,1.00
MUSC 284,MUSC 284J,1.00
MUSC 284,MUSC 184J,0.99
MUSC 284J,MUSC 284,1.00
MUSC 284J,MUSC 284J,1.00
MUSC 284J,MUSC 184J,0.99
MUSC 299,MUSC 160.01,0.47
MUSC 299,MUSC 160.02,0.47
MUSC 299,MUSC 155,0.41
MUSC 313,PE 143,0.26
MUSC 313,MUSC 188,0.26
MUSC 313,MUSC 197,0.26
NEUR 238,NEUR 239,0.21
NEUR 238,PSYC 110,0.19
NEUR 238,PSYC 217,0.18
NEUR 239,BIOC 311,0.36
NEUR 239,CHEM 300.00,0.34
NEUR 239,PE 102,0.28
NEUR 395,PE 102,0.17
NEUR 395,CGSC 130.00,0.12
NEUR 395,PHYS 342,0.11
PE 101,MUSC 152,0.14
PE 101,MUSC 152J,0.14
PE 101,MUSC 171,0.14
PE 102,PHYS 342,0.36
PE 102,PE 104,0.30
PE 102,PE 197,0.28
PE 103,PE 104,0.15
PE 103,ARTH 298,0.13
PE 103,JAPN 206,0.12
PE 104,PE 102,0.30
PE 104,THEA 110,0.16
PE 104,PE 103,0.15
PE 120,THEA 199,0.29
PE 120,STAT 285,0.27
PE 120,PHIL 202,0.24
PE 122,THEA 199,0.26
PE 122,ARBC 206,0.25
PE 122,PE 156,0.25
PE 124,PE 156,0.23
PE 124,ENGL 370,0.21
PE 124,PE 122,0.20
PE 129,PE 156,0.23
PE 129,PE 190.00,0.14
PE 129,MUSC 272,0.14
PE 130,PE 188,0.21
PE 130,PE 293,0.21
PE 130,PE 153,0.18
PE 138,PE 102,0.18
PE 138,PE 143,0.16
PE 138,THEA 110,0.15
PE 140,THEA 185,0.14
PE 140,PHYS 145,0.13
PE 140,PHYS 142,0.13
PE 142,PE 102,0.12
PE 142,ARTS 322,0.10
PE 142,ARTH 298,0.10
PE 143,PE 156,0.30
PE 143,PE 153,0.27
PE 143,MUSC 313,0.26
PE 146,HIST 270,0.24
PE 146,PE 153,0.23
PE 146,PE 172,0.20
PE 153,THEA 199,0.40
PE 153,STAT 285,0.38
PE 153,PE 156,0.33
PE 156,THEA 199,0.42
PE 156,STAT 285,0.38
PE 156,PE 153,0.33
PE 158,STAT 285,0.21
PE 158,PE 156,0.21
PE 158,THEA 199,0.18
PE 163,PE 227,0.17
PE 163,PE 334,0.14
PE 163,DANC 190,0.12
PE 172,PE 146,0.20
PE 172,PE 188,0.17
PE 172,THEA 199,0.15
PE 180,PE 190.00,0.34
PE 180,PE 188,0.24
PE 180,PE 259,0.18
PE 181,PE 284,0.14
PE 181,MATH 111,0.12
PE 181,LATN 103,0.10
PE 188,THEA 199,0.30
PE 188,PE 180,0.24
PE 188,STAT 285,0.21
PE 190.00,PE 180,0.34
PE 190.00,PE 143,0.16
PE 190.00,PE 129,0.14
PE 194,THEA 199,0.31
PE 194,STAT 285,0.28
PE 194,PE 156,0.23
PE 197,PE 198,0.85
PE 197,PE 102,0.28
PE 197,NEUR 239,0.21
PE 198,PE 197,0.85
PE 198,PE 102,0.23
PE 198,ASTR 113,0.20
PE 205,PE 284,0.18
PE 205,IDSC 198,0.17
PE 205,PE 143,0.17
PE 210,PE 271,1.00
PE 210,PE 282,1.00
PE 210,PE 283,1.00
PE 227,PE 228,0.51
PE 227,PE 293,0.40
PE 227,PE 258,0.35
PE 228,PE 227,0.51
PE 228,PE 293,0.33
PE 228,PE 284,0.31
PE 258,PE 259,0.44
PE 258,PE 227,0.35
PE 258,PE 293,0.33
PE 259,PE 258,0.44
PE 259,PE 284,0.31
PE 259,PHYS 400,0.28
PE 271,PE 271,1.00
PE 271,PE 282,1.00
PE 271,PE 283,1.00
PE 282,PE 271,1.00
PE 282,PE 282,1.00
PE 282,PE 283,1.00
PE 283,PE 271,1.00
PE 283,PE 282,1.00
PE 283,PE 283,1.00
PE 284,PE 293,0.40
PE 284,PE 258,0.33
PE 284,PE 259,0.31
PE 288,PE 271,1.00
PE 288,PE 282,1.00
PE 288,PE 283,1.00
PE 289,PE 271,1.00
PE 289,PE 282,1.00
PE 289,PE 283,1.00
PE 293,PE 284,0.40
PE 293,PE 227,0.40
PE 293,PE 210,0.39
PE 316,MUSC 192,0.14
PE 316,THEA 185,0.11
PE 316,PE 172,0.10
PE 334,THEA 199,0.16
PE 334,PE 156,0.16
PE 334,LATN 240,0.14
PE 350,PE 143,0.22
PE 350,PE 156,0.21
PE 350,MUSC 171,0.16
PHIL 119,BIOL 378,0.29
PHIL 119,CS 361,0.19
PHIL 119,PHIL 270,0.13
PHIL 124,PE 143,0.11
PHIL 124,PE 153,0.11
PHIL 124,HIST 209,0.10
PHIL 202,THEA 199,0.45
PHIL 202,STAT 285,0.34
PHIL 202,ENGL 295,0.32
PHIL 209,HIST 209,0.09
PHIL 209,GWSS 200,0.08
PHIL 209,CLAS 214,0.08
PHIL 210,CS 202,0.19
PHIL 210,MATH 134,0.15
PHIL 210,CS 201,0.15
PHIL 219,AMST 115,0.23
PHIL 219,POSC 231,0.19
PHIL 219,AMST 269,0.16
PHIL 270,BIOL 378,0.22
PHIL 270,POSC 160,0.19
PHIL 270,RUSS 267,0.13
PHIL 289,RUSS 267,0.19
PHIL 289,THEA 199,0.13
PHIL 289,PE 143,0.12
PHIL 400,ARTS 400,0.22
PHIL 400,SOAN 400,0.21
PHIL 400,MATH 400,0.18
PHYS 123,ECON 274,0.22
PHYS 123,ARTS 139,0.20
PHYS 123,ARTS 339,0.20
PHYS 142,PHYS 145,0.40
PHYS 142,THEA 199,0.23
PHYS 142,CHEM 300.00,0.21
PHYS 145,PHYS 142,0.40
PHYS 145,SOAN 110,0.18
PHYS 145,POSC 272,0.18
PHYS 233,PHYS 233,1.00
PHYS 233,ECON 110,0.14
PHYS 233,PHYS 234,0.12
PHYS 234,STAT 120,0.15
PHYS 234,PHYS 342,0.15
PHYS 234,ASLN 111,0.15
PHYS 235,PHYS 352,0.23
PHYS 235,CGSC 130.00,0.21
PHYS 235,MATH 342,0.17
PHYS 341,MATH 341,0.19
PHYS 341,PHYS 233,0.11
PHYS 341,ASTR 233,0.11
PHYS 342,PE 102,0.36
PHYS 342,NEUR 239,0.26
PHYS 342,ASTR 113,0.24
PHYS 352,PHYS 235,0.23
PHYS 352,CS 202,0.20
PHYS 352,MATH 236,0.17
PHYS 400,GEOL 400,0.46
PHYS 400,CHEM 400,0.39
PHYS 400,ARTS 400,0.38
POSC 120,POSC 242,0.20
POSC 120,AFST 289,0.19
POSC 120,ECON 280,0.17
POSC 160,PHIL 270,0.19
POSC 160,POSC 302,0.19
POSC 160,CLAS 240,0.18
POSC 170,POSC 201,0.24
POSC 170,RELG 155,0.19
POSC 170,POSC 322,0.19
POSC 201,THEA 199,0.27
POSC 201,CAMS 214,0.26
POSC 201,POSC 170,0.24
POSC 206.00,POSC 272,0.19
POSC 206.00,PE 143,0.14
POSC 206.00,RELG 121,0.13
POSC 230,SOAN 240,0.47
POSC 230,CHEM 300.00,0.36
POSC 230,ECON 398,0.36
POSC 231,ECON 277,0.20
POSC 231,PHIL 219,0.19
POSC 231,HIST 205,0.17
POSC 232.01,CS 304,0.22
POSC 232.01,POSC 302,0.16
POSC 232.01,POSC 230,0.15
POSC 232.02,POSC 230,0.28
POSC 232.02,SPAN 103,0.23
POSC 232.02,THEA 199,0.22
POSC 242,POSC 315,0.22
POSC 242,HIST 270,0.22
POSC 242,POSC 120,0.20
POSC 252,ARBC 206,0.12
POSC 252,AMST 396.00,0.12
POSC 252,POSC 315,0.11
POSC 266,HIST 308,0.13
POSC 266,HIST 206,0.11
POSC 266,SOAN 214,0.10
POSC 272,PE 153,0.25
POSC 272,PSYC 201,0.25
POSC 272,HIST 270,0.22
POSC 302,CS 304,0.22
POSC 302,SOAN 111,0.21
POSC 302,POSC 160,0.19
POSC 315,POSC 242,0.22
POSC 315,POSC 322,0.20
POSC 315,SPAN 263,0.17
POSC 322,POSC 315,0.20
POSC 322,POSC 170,0.19
POSC 322,HIST 265,0.18
POSC 333,HIST 153,0.21
POSC 333,POSC 302,0.17
POSC 333,CHEM 300.00,0.15
POSC 348,FREN 255,0.15
POSC 348,POSC 170,0.12
POSC 348,RUSS 228,0.12
PSYC 110,PSYC 389,0.21
PSYC 110,NEUR 238,0.19
PSYC 110,AMST 396.00,0.14
PSYC 200,POSC 230,0.26
PSYC 200,STAT 220,0.24
PSYC 200,SOAN 240,0.22
PSYC 201,STAT 220,0.26
PSYC 201,POSC 272,0.25
PSYC 201,STAT 285,0.21
PSYC 216,PSYC 217,0.69
PSYC 216,PSYC 256,0.43
PSYC 216,PSYC 220,0.29
PSYC 217,PSYC 216,0.69
PSYC 217,PSYC 256,0.38
PSYC 217,PSYC 220,0.26
PSYC 220,PSYC 216,0.29
PSYC 220,PSYC 217,0.26
PSYC 220,MUSC 227,0.21
PSYC 256,PSYC 216,0.43
PSYC 256,PSYC 217,0.38
PSYC 256,BIOL 241,0.24
PSYC 354,THEA 199,0.25
PSYC 354,PSYC 216,0.23
PSYC 354,STAT 285,0.22
PSYC 382,CS 304,0.17
PSYC 382,PSYC 256,0.15
PSYC 382,POSC 302,0.14
PSYC 389,PSYC 216,0.22
PSYC 389,PSYC 110,0.21
PSYC 389,PSYC 217,0.18
RELG 110,RELG 344,0.25
RELG 110,RELG 265,0.25
RELG 110,RELG 155,0.22
RELG 121,SOAN 228,0.26
RELG 121,HIST 298,0.26
RELG 121,RELG 344,0.24
RELG 155,RELG 110,0.22
RELG 155,BIOL 378,0.21
RELG 155,POSC 170,0.19
RELG 213,RELG 344,0.25
RELG 213,RELG 121,0.20
RELG 213,SOAN 228,0.19
RELG 221,CLAS 214,0.33
RELG 221,MELA 230,0.32
RELG 221,GWSS 110,0.31
RELG 261,AFST 300,0.24
RELG 261,HIST 347,0.21
RELG 261,POSC 322,0.17
RELG 265,RELG 110,0.25
RELG 265,FREN 255,0.21
RELG 265,CLAS 214,0.17
RELG 344,SOAN 228,0.28
RELG 344,RELG 110,0.25
RELG 344,RELG 213,0.25
RUSS 103,RUSS 307,0.28
RUSS 103,RUSS 309,0.16
RUSS 103,SOAN 240,0.10
RUSS 110,RUSS 309,0.45
RUSS 110,RUSS 209,0.41
RUSS 110,RUSS 207,0.36
RUSS 207,RUSS 209,0.68
RUSS 207,RUSS 309,0.60
RUSS 207,RUSS 110,0.36
RUSS 209,RUSS 309,0.71
RUSS 209,RUSS 207,0.68
RUSS 209,RUSS 110,0.41
RUSS 228,FREN 255,0.26
RUSS 228,RUSS 209,0.26
RUSS 228,FREN 259,0.26
RUSS 228F,RUSS 209,0.34
RUSS 228F,RUSS 207,0.30
RUSS 228F,RUSS 309,0.30
RUSS 266,RUSS 267,0.16
RUSS 266,RELG 110,0.13
RUSS 266,BIOC 331,0.13
RUSS 267,HIST 298,0.21
RUSS 267,PHIL 289,0.19
RUSS 267,RUSS 266,0.16
RUSS 307,RUSS 309,0.44
RUSS 307,RUSS 207,0.32
RUSS 307,RUSS 209,0.30
RUSS 309,RUSS 209,0.71
RUSS 309,RUSS 207,0.60
RUSS 309,RUSS 110,0.45
SOAN 110,EDUC 338,0.23
SOAN 110,SOAN 240,0.22
SOAN 110,PHYS 145,0.18
SOAN 111,POSC 302,0.21
SOAN 111,BIOC 331,0.18
SOAN 111,SOAN 240,0.18
SOAN 214,GWSS 110,0.20
SOAN 214,SOAN 312,0.17
SOAN 214,SOAN 323,0.15
SOAN 228,RELG 344,0.28
SOAN 228,RELG 121,0.26
SOAN 228,SOAN 313,0.22
SOAN 240,POSC 230,0.47
SOAN 240,CHEM 300.00,0.39
SOAN 240,ECON 398,0.37
SOAN 262,SOAN 313,0.23
SOAN 262,SOAN 323,0.18
SOAN 262,SOAN 312,0.17
SOAN 312,LING 135,0.22
SOAN 312,SOAN 323,0.19
SOAN 312,SOAN 313,0.19
SOAN 313,SOAN 262,0.23
SOAN 313,SOAN 228,0.22
SOAN 313,SOAN 323,0.20
SOAN 323,SOAN 313,0.20
SOAN 323,SOAN 312,0.19
SOAN 323,SOAN 228,0.18
SOAN 400,ARTS 400,0.46
SOAN 400,PHYS 400,0.37
SOAN 400,LTAM 400,0.34
SPAN 103,FREN 103,0.84
SPAN 103,RUSS 110,0.27
SPAN 103,ENGL 370,0.27
SPAN 205,CHEM 224,0.18
SPAN 205,JAPN 343,0.18
SPAN 205,FREN 103,0.18
SPAN 208,FREN 210,0.43
SPAN 208,RUSS 110,0.18
SPAN 208,POSC 232.02,0.18
SPAN 220,ENGL 370,0.23
SPAN 220,ENGL 115,0.21
SPAN 220,POSC 232.02,0.20
SPAN 263,POSC 272,0.21
SPAN 263,PE 153,0.17
SPAN 263,HIST 270,0.17
SPAN 369,FREN 310,0.13
SPAN 369,LTAM 220,0.12
SPAN 369,ENGL 295,0.11
STAT 120,STAT 220,0.33
STAT 120,STAT 230,0.32
STAT 120,STAT 250,0.28
STAT 220,STAT 120,0.33
STAT 220,STAT 250,0.29
STAT 220,CS 252,0.28
STAT 230,STAT 120,0.32
STAT 230,STAT 250,0.28
STAT 230,STAT 220,0.24
STAT 250,STAT 220,0.29
STAT 250,STAT 120,0.28
STAT 250,STAT 230,0.28
STAT 285,THEA 199,0.51
STAT 285,PE 156,0.38
STAT 285,PE 153,0.38
STAT 297,MATH 297,0.94
STAT 297,THEA 199,0.21
STAT 297,STAT 285,0.19
STAT 320,STAT 220,0.25
STAT 320,STAT 250,0.22
STAT 320,PHYS 342,0.20
STAT 400,STAT 400,1.00
STAT 400,ECON 398,0.24
STAT 400,IDSC 289,0.23
THEA 110,THEA 245,0.27
THEA 110,THEA 199,0.26
THEA 110,ARBC 206,0.25
THEA 185,POSC 272,0.21
THEA 185,PE 197,0.20
THEA 185,DANC 310,0.20
THEA 190,THEA 199,0.41
THEA 190,MUSC 195,0.34
THEA 190,MUSC 194,0.26
THEA 199,STAT 285,0.51
THEA 199,PHIL 202,0.45
THEA 199,PE 156,0.42
THEA 209,THEA 209,1.00
THEA 209,THEA 309,0.79
THEA 209,THEA 190,0.20
THEA 226,THEA 199,0.18
THEA 226,ARTS 139,0.18
THEA 226,ARTS 339,0.16
THEA 245,THEA 199,0.28
THEA 245,THEA 110,0.27
THEA 245,ARTS 122,0.20
THEA 309,ENGL 209,0.79
THEA 309,THEA 209,0.79
THEA 309,THEA 190,0.18
